Collection name,RMSE mean,RMSE std,Delta E mean,Delta E std
sony_corrected_danet,-0.14032497791334186,0.2689353026176407,0.17128372662013863,0.1803921149364768
sony_corrected_danet_pp,-0.15345830090991916,0.16177591937842428,0.16256053957162683,0.2353406694118483
sony_corrected_nlmd,-0.1135651458146268,0.06657242876319083,-0.03310060516740718,0.028256616452896944
sony_corrected_uformer,0.1333958031753038,0.3160344334911027,0.3051806788175845,0.11446022197088093
